source_key,title,authors,publication_year,isbn,publisher,genres,decision,reason,language,subtitle,author_count,duplicate_like_count,review_group
/books/OL24261842M,The Palo Duro Trail,Ralph Compton,2009,9781101082973,"Penguin USA, Inc.",Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS_MIXED
/books/OL7574003M,Whiskey River (The Sundown Riders),Ralph Compton,1999,9780451193322,Signet,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS_MIXED
/books/OL13135776M,"Social Reality and Tradition, India",Ramashanker Misra | Bijoy H. Boruah,2006,9788131600405,Rawat,Philosophie | Sciences sociales,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,2,0,FINAL_BATCH_12
/books/OL12981267M,Raoul De Keyser,Raoul de Keyser,2007,9783865600615,Walther Konig,,REVIEW,"Notice plausible mais langue, responsabilité bibliographique, édition ou qualité des métadonnées reste à confirmer.",EN,Oever,1,0,SECOND_PASS
/books/OL12798866M,"Racism and Human Rights (Nijhoff Law Specials, 58.)",Raphael Walden,2004,9789004136519,Brill Academic Publishers,Politique,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_12
/books/OL10089049M,Wireless Communications,Rappaport | Theodore S. Rappaport | Alfred Rappaport,1995,9780134610887,Prentice Hall,,REVIEW,"Notice plausible mais langue, responsabilité bibliographique, édition ou qualité des métadonnées reste à confirmer.",EN,Principles & Practice (SPECIAL IEEE EDITION),3,0,FINAL_BATCH_12
/books/OL12740145M,Escape from Baghdad,Raswan,1978,9783487081588,Georg Olms Publishers,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_12
/books/OL8637177M,Ray Bradbury Chronicles Volume,Ray Bradbury,,9781561631124,"Nantier, Beall, Minoustchine Publishing",,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,Volume 7,1,0,FIRST_PASS_06
/books/OL53722322M,Something Wicked This Way Comes,Ray Bradbury,1998,9780812402186,Avon Books,Fantasy | Fiction | Science-fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_12
/books/OL22940559M,All that glitters,Ray Garton,1998,9780671021160,Pocket Books,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL141068M,"Lights, camera, action!",Ray Garton,1998,9780671021092,Pocket Books,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL8242449M,Night Life,Ray Garton,2007,9780843956757,Leisure,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL8007796M,Pieces of Hate,Ray Garton,2002,9780759243996,eReads.com,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL18593231M,Ravenous,Ray Garton,2008,9780843958201,Leisure Books,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL23244731M,Resurrecting Ravana,Ray Garton,2000,9780671026363,Pocket Books,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL8801739M,Sex and Violence in Hollywood,Ray Garton,2001,9781931081443,Subterranean Press,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL7825567M,Shackled,Ray Garton,1997,9780553298918,Crimeline,Fiction | Policier et mystère,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL12322593M,The Folks 2,Ray Garton,2008,9781587671432,Cemetery Dance Pubns,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL8242428M,The Loveliest Dead,Ray Garton,2006,9780843956481,Leisure Books,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL8825384M,The New Neighbor,Ray Garton,2004,9781587670442,Cemetery Dance Publications,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL2070987M,Warlock,Ray Garton,1989,9780380757121,Avon,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,a novel,1,0,DOMINANT_AUTHORS
/books/OL13595397M,Autobiography of Malcolm X,Ray Shepard,1973,9780822008026,Cliffs Notes,,REVIEW,"Notice plausible mais langue, responsabilité bibliographique, édition ou qualité des métadonnées reste à confirmer.",EN,notes,1,0,FINAL_BATCH_12
/books/OL13426130M,"Power, Knowledge and Domination (Advances in Organization Studies)",Raymond Daniel Gordon,2007,9788763001960,Liber,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_12
/books/OL16165071M,James Louis O'Donel in Newfoundland 1784-1807,Raymond J. Lahey,1984,9780919095649,Newfoundland Historical Society,Biographie | Histoire,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,the establishment of the Roman Catholic Church,1,0,FINAL_BATCH_12
/books/OL12648118M,The First Thousand Years,Raymond J. Lahey,2002,9782895072355,Twenty-Third Publications,Histoire,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,A Breif History of the Catholic Church in Canada,1,0,FINAL_BATCH_12
/books/OL23824973M,"War, domination, and the monarchy of France",Rebecca Ard Boone,2007,9789004162143,Brill,Histoire | Politique,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,Claude de Seyssel and the language of politics in the Renaissance,1,0,FINAL_BATCH_12
/books/OL18286602M,Visions of savage paradise,Rebecca Parker Brienen,2006,9789053569474,Amsterdam University Press,Voyage,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,"Albert Eckhout, court painter in colonial Dutch Brazil",1,0,FINAL_BATCH_12
/books/OL12664052M,Monument Und Nation,Reinhard Alings,1996,9783110149852,Walter de Gruyter,Histoire,REPLACE,Notice hors corpus EN : langue étrangère manifeste ou édition incompatible avec le classement anglais.,EN,Das Bild Vom Nationalstaat Im Medium Denkmal-Zum Verhaeltnis Nation Und Staat Im Deutschen Kaiserreich 1871-1918 (Beitrhage Zur Kommunikationsgeschichte),1,0,FIRST_PASS_06
/books/OL12680955M,A War of Fools,Reinhard P. Becker,1981,9783261047274,Herbert Lang Et Co Ag,Histoire,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,"The Letters of Obscure Men - A Study of the Satire and the Satirized (New York University Ottendorfer Series Neue Folge Vol, 12)",1,0,FINAL_BATCH_12
/books/OL12777028M,Music and the Mind Machine,Reinhard Steinberg,1995,9783540585282,Springer,Musique,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,The Psychophysiology and Psychopathology of the Sense of Music,1,0,FINAL_BATCH_12
/books/OL14521145M,Spanish Islam,Reinhart Dozy,1913,,Chatto & Windus,Histoire,KEEP_TRANSLATION,Édition/traduction anglaise identifiable d’une œuvre ou d’un auteur non anglophone.,EN,a history of the Moslems in Spain,1,0,FINAL_BATCH_12
/books/OL12660561M,"La Lucha Contra Los Extranjerismos En Alemania De 1871 a 1945 (European University Studies: Series 1, German Language and L)",Reixa Irene Doval,2006,9783039108923,Peter Lang Publishing,Histoire,REPLACE,Notice hors corpus EN : langue étrangère manifeste ou édition incompatible avec le classement anglais.,EN,,1,0,FINAL_BATCH_12
/books/OL12892832M,Demographic Yearbook/Annuaire demographique 2002 (Demographic Yearbook/Annuaire Demographique),Renouf,2005,9789210510967,United Nations,,REVIEW,"Notice plausible mais langue, responsabilité bibliographique, édition ou qualité des métadonnées reste à confirmer.",EN,,1,0,FIRST_PASS_06
/books/OL22476145M,Art nouveau patterns and designs,René Beauclair,1988,9780517661192,Crescent Books,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_12
/books/OL12804382M,regulae Ad Directionem Ingenii.,René Descartes,1998,9789042001343,Rodopi Bv Editions,Sciences,REPLACE,Notice hors corpus EN : langue étrangère manifeste ou édition incompatible avec le classement anglais.,EN,,1,0,FINAL_BATCH_12
/books/OL12798777M,Poetry and Prophecy,Reuven Shoham,2003,9789004127395,Brill Academic Publishers,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,"The Image of the Poet As a ""Prophet"", a Hero and an Artist in Modern Hebrew Poetry (Brill's Series in Jewish Studies)",1,0,FINAL_BATCH_12
/books/OL12798586M,The Book of Proverbs and Arabic Proverbial Works (Supplements to Vetus Testamentum),Riad Aziz Kassis,1999,9789004113053,Brill Academic Publishers,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FIRST_PASS_06
/books/OL12807063M,Reconstructing Foucault,Ricardo Miguel-Alfonso,1994,9789051837100,Editions Rodopi,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,"Essays in the Wake of the 80s (Postmodern Studies, No 10)",1,0,FINAL_BATCH_12
/books/OL21257695M,Latin American postmodernisms,Richard A YOUNG,1997,9789042002593,Rodopi,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_12
/books/OL10390264M,Media and Culture 4e and and Media Career Guide 4e,Richard Campbell | Bettina G. Fabos | James Seguin | Chris Martin,2003,9780312418441,Bedford/St. Martin's,Sciences sociales,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,An Introduction to Mass Communication,4,0,FINAL_BATCH_12
/books/OL12658118M,The Fundamentals of Digital Art (Fundamentals),Richard Colson,2007,9782940373581,AVA Publishing,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_12
/books/OL7265991M,Integrating Language Arts and Social Studies for Intermediate and Middle School Students,Richard D. Kellough,1995,9780023625855,Prentice Hall,Sciences sociales,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_12
/books/OL21215732M,"Primordiality, science, and value",Richard Milton Martin,1980,9780873954433,State University of New York Press,Philosophie | Sciences,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_12
/books/OL24181557M,Persönlichkeit und weltanschauung,Richard Müller-Freienfels,1919,,B.G. Teubner,Arts | Philosophie,REPLACE,Notice hors corpus EN : langue étrangère manifeste ou édition incompatible avec le classement anglais.,EN,psychologische untersuchungen zu religion,1,0,FINAL_BATCH_12
/books/OL21489063M,Science deified & science defied,Richard Olson,1982,9780520046214,University of California Press,Histoire | Sciences,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,the historical significance of science in Western culture : from the Bronze Age to the beginnings of the modern era ca. 3500 B.C. to ca. A.D. 1640,1,0,FINAL_BATCH_12
/books/OL10071660M,Heart Development Slide Set,Richard P. Harvey | Nadia Rosenthal,1998,9780123288400,Academic Press,Sciences,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,2,0,FINAL_BATCH_12
/books/OL20958832M,Behavioral statistics,Richard P. Runyon,1994,9780079114334,McGraw-Hill,Sciences sociales,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,the core,1,0,FINAL_BATCH_12
/books/OL18000931M,"Critical thinking handbook, K-3",Richard W. Paul | Daniel Weil | A. J. A. Binker,1990,9780944583050,"Foundation for Critical Thinking, Sonoma State University",Philosophie | Sciences | Sciences sociales,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,"a guide for remodelling lesson plans in language arts, social studies & science",3,0,FINAL_BATCH_12
/books/OL12805086M,"Music and the Numinous. (Consciousness, Literature & the Arts)","Richard, Elfyn Jones",2007,9789042022898,Rodopi,Musique,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_12
/books/OL13509365M,Aristophanes and others,"Richards, Herbert",1909,,Grant Richards,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_12
/books/OL10475692M,Research Methods in Social Relations,Rick H. Hoyle | Monica J. Harris | Charles M. Judd,2009,9780534633899,Wadsworth Publishing,Sciences sociales,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,3,0,FINAL_BATCH_12
/books/OL12850613M,The Calvinist Copernicans,Rienk Vermij,2003,9789069843407,Edita-the Publishing House of the Royal,Histoire | Philosophie,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,"The Reception of the New Astronomy in the Dutch Republic, 1575-1750 (Edita - History of Science and Scholarship in the Netherlands)",1,0,FINAL_BATCH_12
/books/OL2386810M,Entering fire,Rikki Ducornet,1987,9780872862074,City Lights Books,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_12
/books/OL8731740M,Gray Eagle,Rita Kerr,1998,9781571682000,Marion Koogler McNay Art Museum,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,The Story of a Creek Indian Boy,1,0,FINAL_BATCH_12
/books/OL2394770M,Texas' first lady,Rita Kerr,1987,9780890156407,Eakin Press,Histoire | Jeunesse | Voyage,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,"Margaret Lea Houston, wife of the president",1,0,FINAL_BATCH_12
/books/OL12845914M,Natural Rhythms,Rob Plattel,2007,9789058561923,Stichting Kunstboek,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,Rob Plattel,1,0,FINAL_BATCH_12
/books/OL21365138M,Democracyin the United States,Robert Alan Dahl,1981,9780395307939,Houghton Mifflin Co.,Histoire | Politique,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,promise and performance,1,0,FINAL_BATCH_12
/books/OL21241051M,Dilemmas of pluralist democracy.,Robert Alan Dahl,1983,9780300030761,Yale University Press,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_12
/books/OL5888597M,Modern social science,Robert Bierstedt,1964,,McGraw-Hill,Sciences sociales,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_12
/books/OL10105878M,Twenty Questions,Robert C. Solomon | Meredith W. Michaels | G. Lee Bowie,1999,9780155129450,Harcourt,Philosophie,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,An Introduction to Philosophy,3,0,FINAL_BATCH_12
/books/OL12856018M,An Essay on Thomas Reid's Philosophy of Science (Stockholm Studies in Philosophy),Robert Callergard,2006,9789185445325,Stockholm Universitet,Philosophie | Sciences,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_12
/books/OL10167035M,Addison Wesley Mathematics Grade K/Student,Robert E. Eicholz,1993,9780201445008,Pearson Prentice Hall,Jeunesse,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_12
/books/OL10149365M,Addison-Wesley Mathematics,Robert E. Eicholz,1991,9780201275193,Addison Wesley Pub Co,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,Building Thinking Skills Workbook/Grade 5,1,0,FINAL_BATCH_12
/books/OL12799176M,Scripturalist Islam,Robert M. Gleave,2007,9789004157286,BRILL,Histoire,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,"The History and Doctrines of the Akhbari Shi'i School (Islamic Philosophy, Theology, and Science)",1,0,FINAL_BATCH_12
/books/OL5944840M,Thanksgiving Day.,Robert Merrill Bartlett,1965,,Crowell,Jeunesse,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_12
/books/OL12799085M,Promissory Notes on the Treasury of Merits (Brill's Companions to the Christian Tradition),Robert N. Swanson,2006,9789004152878,BRILL,Histoire,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_12
/books/OL10523666M,Superheroes (Info Adventure),Robert Nicholson undifferentiated | Claire Watts,1997,9780716645030,World Book,Jeunesse,REVIEW,"Notice plausible mais langue, responsabilité bibliographique, édition ou qualité des métadonnées reste à confirmer.",EN,,2,0,FINAL_BATCH_12
/books/OL10085371M,QSB+ 2.1,Robert S. Sullivan | Yih-Long Chang,1995,9780132390620,Prentice Hall,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,2,0,FINAL_BATCH_12
/books/OL12808361M,Art in Reproduction,Robert Verhoogt,2007,9789053569139,Amsterdam University Press,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,"Nineteenth-Century Prints after Lawrence Alma-Tadema, Jozef Israels and Ary Scheffer",1,0,FINAL_BATCH_12
/books/OL16680871M,Introduction to mass spectrometry and its applications,Robert W. Kiser,1965,,Prentice-Hall,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_12
/books/OL12808170M,Exemplum,Robert W. Scheller,2000,9789053561300,Amsterdam University Press,Histoire,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,Model-Book Drawings and the Practice of Artistic Transmission in the Middle Ages (ca. 900 - ca. 1450),1,0,FINAL_BATCH_12
/books/OL23690338M,Robin Rhode,Robin Rhode,2008,9781853322716,Hayward Pub.,,REVIEW,"Notice plausible mais langue, responsabilité bibliographique, édition ou qualité des métadonnées reste à confirmer.",EN,who saw who.,1,0,SECOND_PASS
/books/OL10471366M,Castle in the Attic,Roland D. Cott | Roland D. Lott,2001,9780533134281,Vantage Pr,Fiction,REVIEW,"Notice plausible mais langue, responsabilité bibliographique, édition ou qualité des métadonnées reste à confirmer.",EN,,2,0,FINAL_BATCH_12
/books/OL12775488M,Informatics Education - The Bridge between Using and Understanding Computers,Roland Mittermeir,2006,9783540482185,Springer,Technologie,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,International Conference on Informatics in Secondary Schools - Evolution ... (Lecture Notes in Computer Science),1,0,FINAL_BATCH_12
/books/OL12678132M,Shifting Paradigms in Software Engineering,Roland Mittermeir,1992,9783211824085,Springer,Technologie,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,"Proceedings of the 7th Joint Conference of the Austrian Computer Society (OCG) and the John von Neumann Society ... (NJSZT) in Klagenfurt, Austria, 1992",1,0,FIRST_PASS_06
/books/OL10561780M,Globalization and Social Theory (Theorizing Society),Roland Robertson | David Inglis,2009,9780335210138,Open University Press,Sciences sociales,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,2,2,FIRST_PASS_06
/books/OL10561781M,Globalization and Social Theory (Theorizing Society),Roland Robertson | David Inglis,2009,9780335210145,Open University Press,Sciences sociales,REVIEW,"Notice plausible mais langue, responsabilité bibliographique, édition ou qualité des métadonnées reste à confirmer.",EN,,2,2,FIRST_PASS_06
/books/OL12809946M,Multiparameter Equations of State,Roland Span,2000,9783540673118,Springer,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,An Accurate Source of Thermodynamic Property Data,1,0,FINAL_BATCH_12
/books/OL12774326M,Advances in Solid State Physics / Volume 46 (Advances in Solid State Physics),Rolf Haug,2008,9783540382348,Springer,Sciences,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FIRST_PASS_06
/books/OL12807365M,"Science and Technology Management (NATO: Science and Technology Policy, 22) (Nato: Science and Technology Policy, 22)",Romania) NATO Advanced Research Workshop on Science and Technology Management (1997 : Sinaia,1998,9789051993721,Ios Pr Inc,Sciences,REVIEW,"Notice plausible mais langue, responsabilité bibliographique, édition ou qualité des métadonnées reste à confirmer.",EN,,1,0,FINAL_BATCH_12
/books/OL10283789M,Ulster-American Religion,Ronald A. Wells | David N. Livingstone,1999,9780268043032,University of Notre Dame Press,Histoire | Sciences sociales,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,Episodes in the History of a Cultural Connection (The Irish in America),2,0,FINAL_BATCH_12
/books/OL22297031M,The discovery of peace,Ronald Sampson,1973,9780394485072,Pantheon,Religion,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_12
/books/OL10174149M,Spelling and Vocabulary: California Teachers Edition Level 1,Rosa Maria Pena | Shane Templeton,1998,9780395984475,Houghton Mifflin School,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,Spiral,2,0,FINAL_BATCH_12
/books/OL30533798M,"Doing gender in media, art and culture",Rosemarie Buikema,2018,9781138288263,Routledge,Arts,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,A comprehensive guide to gender studies,1,0,FINAL_BATCH_12
/books/OL12684829M,Martin Luther Und Eisleben (Schriften Der Stiftung Luthergedenkstaetten in Sachsen-Anhal),Rosemarie Knape,2007,9783374024841,Evangelische Verlagsanstalt,Histoire,REPLACE,Notice hors corpus EN : langue étrangère manifeste ou édition incompatible avec le classement anglais.,EN,,1,0,FIRST_PASS_06
/books/OL13030554M,"Self-Reported Juvenile Delinquency in England and Wales, the Netherlands and Spain",Rosemary Barberet,2004,9789525333190,Criminal Justice Press,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_12
/books/OL12804730M,SARTREAN DIALECTICS. A Method for Critical Discourse on Aesthetic Experience.,Roxanne Claire Farrar,2000,9789042012325,Rodopi Bv Editions,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_12
/books/OL2203817M,Bufo & Spallanzani,Rubem Fonseca,1990,9780525248729,Dutton,,KEEP_TRANSLATION,Édition/traduction anglaise identifiable d’une œuvre ou d’un auteur non anglophone.,EN,,1,0,FINAL_BATCH_12
/books/OL8175403M,High Art,Rubem Fonseca,1987,9780881843439,Carroll & Graf Pub,Fiction,KEEP_TRANSLATION,Édition/traduction anglaise identifiable d’une œuvre ou d’un auteur non anglophone.,EN,,1,0,FINAL_BATCH_12
/books/OL22305141M,The lost manuscript,Rubem Fonseca,1998,9780747530138,Bloomsbury,Fiction,KEEP_TRANSLATION,Édition/traduction anglaise identifiable d’une œuvre ou d’un auteur non anglophone.,EN,,1,0,FINAL_BATCH_12
/books/OL23110182M,"The taker, and other stories",Rubem Fonseca,2008,9781934824023,Open Letter,,KEEP_TRANSLATION,Édition/traduction anglaise identifiable d’une œuvre ou d’un auteur non anglophone.,EN,,1,0,FINAL_BATCH_12
/books/OL8132649M,Vast Emotions and Imperfect Thoughts,Rubem Fonseca,1998,9780880015837,Ecco Pr,Fiction,KEEP_TRANSLATION,Édition/traduction anglaise identifiable d’une œuvre ou d’un auteur non anglophone.,EN,,1,0,FINAL_BATCH_12
/books/OL10084044M,Introduction to Human Geography:,Rubenstein,2004,9780131920194,Prentice Hall College Div,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,The Cultural Landscape,1,0,FINAL_BATCH_12
/books/OL12808383M,Dynamic Entrepreneurship,"Rusinovic, Katja",2007,9789053569726,Amsterdam University Press,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_12
/books/OL12774903M,Fundamentals of Computation Theory,Rusins Freivalds,2001,9783540424871,Springer,Technologie,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,"13th International Symposium, FCT 2001, Riga, Latvia, August 22-24, 2001. Proceedings (Lecture Notes in Computer Science)",1,0,FIRST_PASS_06
/books/OL7504102M,Atlanta Graves (Sunny Childs Mysteries),Ruth Birmingham,1998,9780425162675,Berkley,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_12
/books/OL3666191M,Blue plate special,Ruth Birmingham,2001,9780425181867,Berkley Prime Crime,Fiction | Policier et mystère,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_12
/books/OL3384861M,Cold trail,Ruth Birmingham,2002,9780425182734,Berkley Prime Crime,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_12
/books/OL141081M,Fulton County blues,Ruth Birmingham,1999,9780425166970,Berkley Prime Crime,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_12
